Produto,Área_negócio,Subdivisão,Data_venda,Valor_vendas,Quantidade,Gama,Gama_2,Interface,Descrição,Descrição_detalhada,Subdivisão_agrupada,No_mês,Nome_mês,No_ano,Ciclos,Produto e Descrição Detalhada
2202126,Outros,CASARE,14-02-2019,"732,19",38,Gama8,Meryl,TBP,Desc9,DescDet8,CASA,2,Fevereiro,2019,1º (JAN-ABR),2202126 - DescDet8
2202126,Outros,CASARE,17-01-2019,"969,2",47,Gama8,Meryl,XIx,Desc9,DescDet8,CASA,1,Janeiro,2019,1º (JAN-ABR),2202126 - DescDet8
3295001,Ortopedia,CLINTAL,03-06-2018,"792,52",98,Gama8,Emma,PhN,Desc2,DescDet3,CLIN,6,Junho,2018,2º (MAI-AGO),3295001 - DescDet3
9807652,Ginecologia,CLINTA,02-05-2018,"795,35",84,Gama7,Jennifer,Dga,Desc8,DescDet9,CLIN,5,Maio,2018,2º (MAI-AGO),9807652 - DescDet9
8687593,Cardiologia,CASARE,25-06-2019,"310,04",183,Gama5,Angelina,Uor,Desc3,DescDet4,CASA,6,Junho,2019,2º (MAI-AGO),8687593 - DescDet4
6872032,Pediatria,CLINTR,29-05-2023,"181,39",49,Gama4,Jennifer,aPo,Desc6,DescDet6,CLIN,5,Maio,2023,2º (MAI-AGO),6872032 - DescDet6
6872032,Pediatria,CLINTR,23-10-2020,"763,78",71,Gama4,Jennifer,IDJ,Desc6,DescDet6,CLIN,10,Outubro,2020,3º (SET-DEZ),6872032 - DescDet6
4225258,Ginecologia,CASAJAR,28-02-2021,"929,85",155,Gama6,Scarlett,gAZ,Desc7,DescDet11,CASA,2,Fevereiro,2021,1º (JAN-ABR),4225258 - DescDet11
9807652,Ginecologia,CLINTA,26-12-2020,"580,5",151,Gama7,Jennifer,Aoo,Desc8,DescDet9,CLIN,12,Dezembro,2020,3º (SET-DEZ),9807652 - DescDet9
6319300,Cardiologia,CASARE,04-09-2018,"840,12",140,Gama3,Keira,qNl,Desc8,DescDet1,CASA,9,Setembro,2018,3º (SET-DEZ),6319300 - DescDet1
6319300,Cardiologia,CASARE,10-12-2020,"377,16",131,Gama3,Keira,dsB,Desc8,DescDet1,CASA,12,Dezembro,2020,3º (SET-DEZ),6319300 - DescDet1
6872032,Pediatria,CLINTR,16-05-2023,"336,17",150,Gama4,Jennifer,eSn,Desc6,DescDet6,CLIN,5,Maio,2023,2º (MAI-AGO),6872032 - DescDet6
6525808,Outros,CLINTA,18-12-2019,"464,7",37,Gama2,Julia,OaF,Desc1,DescDet5,CLIN,12,Dezembro,2019,3º (SET-DEZ),6525808 - DescDet5
6525808,Outros,CLINTA,23-06-2021,"362,74",70,Gama2,Julia,BPw,Desc1,DescDet5,CLIN,6,Junho,2021,2º (MAI-AGO),6525808 - DescDet5
0402501,Ginecologia,CASAJAR,08-05-2021,"127,19",101,Gama1,Keira,oWa,Desc5,DescDet1,CASA,5,Maio,2021,2º (MAI-AGO),0402501 - DescDet1
6022768,Ortopedia,CLINTAL,28-06-2023,"746,17",186,Gama4,Charlize,yEb,Desc9,DescDet6,CLIN,6,Junho,2023,2º (MAI-AGO),6022768 - DescDet6
2202126,Outros,CASARE,17-06-2019,"632,22",42,Gama8,Meryl,TZl,Desc9,DescDet8,CASA,6,Junho,2019,2º (MAI-AGO),2202126 - DescDet8
1713965,Pediatria,CLINTOPS,23-11-2018,"718,27",37,Gama6,Julia,Qsi,Desc11,DescDet6,CLIN,11,Novembro,2018,3º (SET-DEZ),1713965 - DescDet6
8687593,Cardiologia,CASARE,15-11-2022,"698,38",182,Gama5,Angelina,YMG,Desc3,DescDet4,CASA,11,Novembro,2022,3º (SET-DEZ),8687593 - DescDet4
6319300,Cardiologia,CASARE,08-07-2022,"975,23",71,Gama3,Keira,Cca,Desc8,DescDet1,CASA,7,Julho,2022,2º (MAI-AGO),6319300 - DescDet1
2983639,Cardiologia,CASAJAR,04-08-2018,"178,39",193,Gama8,Kate,NDm,Desc8,DescDet6,CASA,8,Agosto,2018,2º (MAI-AGO),2983639 - DescDet6
2983639,Cardiologia,CASAJAR,04-10-2022,"793,97",86,Gama8,Kate,wMu,Desc8,DescDet6,CASA,10,Outubro,2022,3º (SET-DEZ),2983639 - DescDet6
2202126,Outros,CASARE,20-05-2020,"961,88",159,Gama8,Meryl,cQF,Desc9,DescDet8,CASA,5,Maio,2020,2º (MAI-AGO),2202126 - DescDet8
2983639,Cardiologia,CASAJAR,29-09-2022,"372,24",75,Gama8,Kate,CHF,Desc8,DescDet6,CASA,9,Setembro,2022,3º (SET-DEZ),2983639 - DescDet6
6740395,Ginecologia,CASAJAR,06-03-2023,"990,61",62,Gama1,Scarlett,hJk,Desc5,DescDet4,CASA,3,Março,2023,1º (JAN-ABR),6740395 - DescDet4
4225258,Ginecologia,CASAJAR,15-04-2021,"641,35",163,Gama6,Scarlett,Bxv,Desc7,DescDet11,CASA,4,Abril,2021,1º (JAN-ABR),4225258 - DescDet11
6872032,Pediatria,CLINTR,15-01-2019,"117,35",122,Gama4,Jennifer,PZo,Desc6,DescDet6,CLIN,1,Janeiro,2019,1º (JAN-ABR),6872032 - DescDet6
6872032,Pediatria,CLINTR,20-04-2023,"354,05",17,Gama4,Jennifer,ZqX,Desc6,DescDet6,CLIN,4,Abril,2023,1º (JAN-ABR),6872032 - DescDet6
9807652,Ginecologia,CLINTA,05-08-2019,"797,58",51,Gama7,Jennifer,ThQ,Desc8,DescDet9,CLIN,8,Agosto,2019,2º (MAI-AGO),9807652 - DescDet9
2202126,Outros,CASARE,29-04-2021,"649,45",160,Gama8,Meryl,lWN,Desc9,DescDet8,CASA,4,Abril,2021,1º (JAN-ABR),2202126 - DescDet8
1713965,Pediatria,CLINTOPS,22-08-2021,"476,69",69,Gama6,Julia,oEF,Desc11,DescDet6,CLIN,8,Agosto,2021,2º (MAI-AGO),1713965 - DescDet6
6872032,Pediatria,CLINTR,21-08-2023,"124,11",19,Gama4,Jennifer,Ewu,Desc6,DescDet6,CLIN,8,Agosto,2023,2º (MAI-AGO),6872032 - DescDet6
6740395,Ginecologia,CASAJAR,23-04-2023,"442,34",177,Gama1,Scarlett,MSN,Desc5,DescDet4,CASA,4,Abril,2023,1º (JAN-ABR),6740395 - DescDet4
3295001,Ortopedia,CLINTAL,10-02-2021,"261,67",35,Gama8,Emma,mwf,Desc2,DescDet3,CLIN,2,Fevereiro,2021,1º (JAN-ABR),3295001 - DescDet3
0402501,Ginecologia,CASAJAR,13-01-2021,"655,24",58,Gama1,Keira,OsB,Desc5,DescDet1,CASA,1,Janeiro,2021,1º (JAN-ABR),0402501 - DescDet1
6525808,Outros,CLINTA,31-05-2021,"837,57",196,Gama2,Julia,oPx,Desc1,DescDet5,CLIN,5,Maio,2021,2º (MAI-AGO),6525808 - DescDet5
8687593,Cardiologia,CASARE,05-02-2020,"495,27",141,Gama5,Angelina,qXE,Desc3,DescDet4,CASA,2,Fevereiro,2020,1º (JAN-ABR),8687593 - DescDet4
4225258,Ginecologia,CASAJAR,07-04-2019,"101,79",128,Gama6,Scarlett,ByZ,Desc7,DescDet11,CASA,4,Abril,2019,1º (JAN-ABR),4225258 - DescDet11
1713965,Pediatria,CLINTOPS,10-06-2022,"332,62",38,Gama6,Julia,Syc,Desc11,DescDet6,CLIN,6,Junho,2022,2º (MAI-AGO),1713965 - DescDet6
8687593,Cardiologia,CASARE,25-03-2022,"646,53",45,Gama5,Angelina,TNR,Desc3,DescDet4,CASA,3,Março,2022,1º (JAN-ABR),8687593 - DescDet4
0402501,Ginecologia,CASAJAR,26-03-2020,"246,17",115,Gama1,Keira,PJc,Desc5,DescDet1,CASA,3,Março,2020,1º (JAN-ABR),0402501 - DescDet1
2983639,Cardiologia,CASAJAR,31-01-2021,"999,41",196,Gama8,Kate,tGh,Desc8,DescDet6,CASA,1,Janeiro,2021,1º (JAN-ABR),2983639 - DescDet6
2983639,Cardiologia,CASAJAR,09-02-2019,"308,8",82,Gama8,Kate,jhn,Desc8,DescDet6,CASA,2,Fevereiro,2019,1º (JAN-ABR),2983639 - DescDet6
9807652,Ginecologia,CLINTA,28-10-2021,"921,22",18,Gama7,Jennifer,krg,Desc8,DescDet9,CLIN,10,Outubro,2021,3º (SET-DEZ),9807652 - DescDet9
3322966,Pediatria,CLINTAL,14-05-2020,"768,25",120,Gama3,Scarlett,WrE,Desc2,DescDet3,CLIN,5,Maio,2020,2º (MAI-AGO),3322966 - DescDet3
3322966,Pediatria,CLINTAL,14-05-2018,"350,14",40,Gama3,Scarlett,JNM,Desc2,DescDet3,CLIN,5,Maio,2018,2º (MAI-AGO),3322966 - DescDet3
0402501,Ginecologia,CASAJAR,10-01-2023,"807,71",43,Gama1,Keira,JtU,Desc5,DescDet1,CASA,1,Janeiro,2023,1º (JAN-ABR),0402501 - DescDet1
6022768,Ortopedia,CLINTAL,03-07-2022,"830,55",103,Gama4,Charlize,Qyo,Desc9,DescDet6,CLIN,7,Julho,2022,2º (MAI-AGO),6022768 - DescDet6
2202126,Outros,CASARE,26-12-2023,"727,64",194,Gama8,Meryl,Xvq,Desc9,DescDet8,CASA,12,Dezembro,2023,3º (SET-DEZ),2202126 - DescDet8
8687593,Cardiologia,CASARE,11-08-2022,"804,53",62,Gama5,Angelina,vBb,Desc3,DescDet4,CASA,8,Agosto,2022,2º (MAI-AGO),8687593 - DescDet4
6319300,Cardiologia,CASARE,19-03-2019,"724,36",113,Gama3,Keira,fij,Desc8,DescDet1,CASA,3,Março,2019,1º (JAN-ABR),6319300 - DescDet1
0402501,Ginecologia,CASAJAR,02-09-2019,"839,82",107,Gama1,Keira,Pvg,Desc5,DescDet1,CASA,9,Setembro,2019,3º (SET-DEZ),0402501 - DescDet1
9807652,Ginecologia,CLINTA,24-10-2019,"167,81",141,Gama7,Jennifer,nEf,Desc8,DescDet9,CLIN,10,Outubro,2019,3º (SET-DEZ),9807652 - DescDet9
3295001,Ortopedia,CLINTAL,15-07-2023,"752,21",61,Gama8,Emma,kHE,Desc2,DescDet3,CLIN,7,Julho,2023,2º (MAI-AGO),3295001 - DescDet3
1713965,Pediatria,CLINTOPS,15-11-2021,"200,48",94,Gama6,Julia,dRL,Desc11,DescDet6,CLIN,11,Novembro,2021,3º (SET-DEZ),1713965 - DescDet6
9807652,Ginecologia,CLINTA,20-11-2022,"524,33",75,Gama7,Jennifer,fss,Desc8,DescDet9,CLIN,11,Novembro,2022,3º (SET-DEZ),9807652 - DescDet9
9807652,Ginecologia,CLINTA,17-02-2023,"874,03",50,Gama7,Jennifer,bUl,Desc8,DescDet9,CLIN,2,Fevereiro,2023,1º (JAN-ABR),9807652 - DescDet9
2983639,Cardiologia,CASAJAR,11-06-2021,"105,02",45,Gama8,Kate,wZN,Desc8,DescDet6,CASA,6,Junho,2021,2º (MAI-AGO),2983639 - DescDet6
8687593,Cardiologia,CASARE,28-08-2018,"670,62",85,Gama5,Angelina,HXD,Desc3,DescDet4,CASA,8,Agosto,2018,2º (MAI-AGO),8687593 - DescDet4
6022768,Ortopedia,CLINTAL,26-05-2018,"958,46",18,Gama4,Charlize,wfO,Desc9,DescDet6,CLIN,5,Maio,2018,2º (MAI-AGO),6022768 - DescDet6
4225258,Ginecologia,CASAJAR,04-01-2023,"343,97",46,Gama6,Scarlett,YVD,Desc7,DescDet11,CASA,1,Janeiro,2023,1º (JAN-ABR),4225258 - DescDet11
3322966,Pediatria,CLINTAL,24-12-2018,"299,61",92,Gama3,Scarlett,eof,Desc2,DescDet3,CLIN,12,Dezembro,2018,3º (SET-DEZ),3322966 - DescDet3
6872032,Pediatria,CLINTR,06-04-2019,"202,51",118,Gama4,Jennifer,LEm,Desc6,DescDet6,CLIN,4,Abril,2019,1º (JAN-ABR),6872032 - DescDet6
6740395,Ginecologia,CASAJAR,14-05-2022,"894,73",112,Gama1,Scarlett,wGJ,Desc5,DescDet4,CASA,5,Maio,2022,2º (MAI-AGO),6740395 - DescDet4
6525808,Outros,CLINTA,23-05-2023,"574,93",191,Gama2,Julia,qcN,Desc1,DescDet5,CLIN,5,Maio,2023,2º (MAI-AGO),6525808 - DescDet5
1713965,Pediatria,CLINTOPS,16-03-2023,"877,33",30,Gama6,Julia,Dyv,Desc11,DescDet6,CLIN,3,Março,2023,1º (JAN-ABR),1713965 - DescDet6
6872032,Pediatria,CLINTR,20-02-2018,"782,76",91,Gama4,Jennifer,eUS,Desc6,DescDet6,CLIN,2,Fevereiro,2018,1º (JAN-ABR),6872032 - DescDet6
3322966,Pediatria,CLINTAL,23-11-2018,"929,02",135,Gama3,Scarlett,pHW,Desc2,DescDet3,CLIN,11,Novembro,2018,3º (SET-DEZ),3322966 - DescDet3
0402501,Ginecologia,CASAJAR,18-06-2021,"192,66",136,Gama1,Keira,tUB,Desc5,DescDet1,CASA,6,Junho,2021,2º (MAI-AGO),0402501 - DescDet1
5868570,Ortopedia,CASAMED,04-09-2022,"685,44",17,Gama9,Sandra,VEG,Desc6,DescDet9,CASA,9,Setembro,2022,3º (SET-DEZ),5868570 - DescDet9
8687593,Cardiologia,CASARE,18-05-2022,"327,34",191,Gama5,Angelina,OEx,Desc3,DescDet4,CASA,5,Maio,2022,2º (MAI-AGO),8687593 - DescDet4
2983639,Cardiologia,CASAJAR,09-07-2021,"795,16",149,Gama8,Kate,xsF,Desc8,DescDet6,CASA,7,Julho,2021,2º (MAI-AGO),2983639 - DescDet6
3295001,Ortopedia,CLINTAL,03-02-2020,"928,91",59,Gama8,Emma,ycw,Desc2,DescDet3,CLIN,2,Fevereiro,2020,1º (JAN-ABR),3295001 - DescDet3
8687593,Cardiologia,CASARE,22-02-2018,"692,35",165,Gama5,Angelina,PCZ,Desc3,DescDet4,CASA,2,Fevereiro,2018,1º (JAN-ABR),8687593 - DescDet4
2983639,Cardiologia,CASAJAR,26-10-2019,"911,13",194,Gama8,Kate,AuH,Desc8,DescDet6,CASA,10,Outubro,2019,3º (SET-DEZ),2983639 - DescDet6
8687593,Cardiologia,CASARE,13-11-2020,"688,64",166,Gama5,Angelina,TMt,Desc3,DescDet4,CASA,11,Novembro,2020,3º (SET-DEZ),8687593 - DescDet4
9807652,Ginecologia,CLINTA,03-12-2021,"183,84",173,Gama7,Jennifer,lKr,Desc8,DescDet9,CLIN,12,Dezembro,2021,3º (SET-DEZ),9807652 - DescDet9
3295001,Ortopedia,CLINTAL,30-05-2022,"101,33",158,Gama8,Emma,nMd,Desc2,DescDet3,CLIN,5,Maio,2022,2º (MAI-AGO),3295001 - DescDet3
1713965,Pediatria,CLINTOPS,27-02-2019,"945,53",168,Gama6,Julia,mqy,Desc11,DescDet6,CLIN,2,Fevereiro,2019,1º (JAN-ABR),1713965 - DescDet6
2202126,Outros,CASARE,03-09-2021,"797,24",123,Gama8,Meryl,ttX,Desc9,DescDet8,CASA,9,Setembro,2021,3º (SET-DEZ),2202126 - DescDet8
8687593,Cardiologia,CASARE,07-03-2019,"202,99",152,Gama5,Angelina,fZb,Desc3,DescDet4,CASA,3,Março,2019,1º (JAN-ABR),8687593 - DescDet4
8687593,Cardiologia,CASARE,11-01-2018,"148,96",10,Gama5,Angelina,wor,Desc3,DescDet4,CASA,1,Janeiro,2018,1º (JAN-ABR),8687593 - DescDet4
9807652,Ginecologia,CLINTA,29-06-2020,"639,17",48,Gama7,Jennifer,YbJ,Desc8,DescDet9,CLIN,6,Junho,2020,2º (MAI-AGO),9807652 - DescDet9
2202126,Outros,CASARE,26-10-2020,"240,47",127,Gama8,Meryl,fdv,Desc9,DescDet8,CASA,10,Outubro,2020,3º (SET-DEZ),2202126 - DescDet8
3322966,Pediatria,CLINTAL,07-04-2019,"667,73",185,Gama3,Scarlett,GVd,Desc2,DescDet3,CLIN,4,Abril,2019,1º (JAN-ABR),3322966 - DescDet3
9807652,Ginecologia,CLINTA,24-07-2021,"138,28",138,Gama7,Jennifer,QFL,Desc8,DescDet9,CLIN,7,Julho,2021,2º (MAI-AGO),9807652 - DescDet9
6872032,Pediatria,CLINTR,23-07-2018,"891,85",43,Gama4,Jennifer,wGU,Desc6,DescDet6,CLIN,7,Julho,2018,2º (MAI-AGO),6872032 - DescDet6
1713965,Pediatria,CLINTOPS,21-10-2023,"283,23",139,Gama6,Julia,Bom,Desc11,DescDet6,CLIN,10,Outubro,2023,3º (SET-DEZ),1713965 - DescDet6
2202126,Outros,CASARE,15-11-2018,"561,86",149,Gama8,Meryl,gXP,Desc9,DescDet8,CASA,11,Novembro,2018,3º (SET-DEZ),2202126 - DescDet8
6525808,Outros,CLINTA,17-04-2018,"585,48",185,Gama2,Julia,OfH,Desc1,DescDet5,CLIN,4,Abril,2018,1º (JAN-ABR),6525808 - DescDet5
5868570,Ortopedia,CASAMED,27-11-2018,"565,82",74,Gama9,Sandra,HaP,Desc6,DescDet9,CASA,11,Novembro,2018,3º (SET-DEZ),5868570 - DescDet9
4225258,Ginecologia,CASAJAR,29-11-2018,"908,43",166,Gama6,Scarlett,LjW,Desc7,DescDet11,CASA,11,Novembro,2018,3º (SET-DEZ),4225258 - DescDet11
6872032,Pediatria,CLINTR,31-03-2019,"964,85",64,Gama4,Jennifer,iEB,Desc6,DescDet6,CLIN,3,Março,2019,1º (JAN-ABR),6872032 - DescDet6
4225258,Ginecologia,CASAJAR,16-09-2018,"159,03",80,Gama6,Scarlett,hLC,Desc7,DescDet11,CASA,9,Setembro,2018,3º (SET-DEZ),4225258 - DescDet11
6319300,Cardiologia,CASARE,13-02-2022,"243,4",72,Gama3,Keira,xlK,Desc8,DescDet1,CASA,2,Fevereiro,2022,1º (JAN-ABR),6319300 - DescDet1
1713965,Pediatria,CLINTOPS,15-03-2022,"235,2",117,Gama6,Julia,PzM,Desc11,DescDet6,CLIN,3,Março,2022,1º (JAN-ABR),1713965 - DescDet6
6740395,Ginecologia,CASAJAR,05-10-2020,"249,04",153,Gama1,Scarlett,eHn,Desc5,DescDet4,CASA,10,Outubro,2020,3º (SET-DEZ),6740395 - DescDet4
2202126,Outros,CASARE,19-10-2020,"951,28",172,Gama8,Meryl,RBh,Desc9,DescDet8,CASA,10,Outubro,2020,3º (SET-DEZ),2202126 - DescDet8
2983639,Cardiologia,CASAJAR,17-12-2021,"595,24",35,Gama8,Kate,GjK,Desc8,DescDet6,CASA,12,Dezembro,2021,3º (SET-DEZ),2983639 - DescDet6
0402501,Ginecologia,CASAJAR,28-04-2018,"686,15",17,Gama1,Keira,ptS,Desc5,DescDet1,CASA,4,Abril,2018,1º (JAN-ABR),0402501 - DescDet1
9807652,Ginecologia,CLINTA,20-08-2021,"793,35",161,Gama7,Jennifer,XTV,Desc8,DescDet9,CLIN,8,Agosto,2021,2º (MAI-AGO),9807652 - DescDet9
6872032,Pediatria,CLINTR,23-06-2022,"849,63",187,Gama4,Jennifer,xMt,Desc6,DescDet6,CLIN,6,Junho,2022,2º (MAI-AGO),6872032 - DescDet6
6319300,Cardiologia,CASARE,15-07-2018,"858,2",14,Gama3,Keira,hrY,Desc8,DescDet1,CASA,7,Julho,2018,2º (MAI-AGO),6319300 - DescDet1
6525808,Outros,CLINTA,04-09-2018,"393,62",176,Gama2,Julia,uDO,Desc1,DescDet5,CLIN,9,Setembro,2018,3º (SET-DEZ),6525808 - DescDet5
1713965,Pediatria,CLINTOPS,01-06-2020,"951,87",122,Gama6,Julia,tuA,Desc11,DescDet6,CLIN,6,Junho,2020,2º (MAI-AGO),1713965 - DescDet6
1713965,Pediatria,CLINTOPS,11-10-2018,"694,46",171,Gama6,Julia,KVX,Desc11,DescDet6,CLIN,10,Outubro,2018,3º (SET-DEZ),1713965 - DescDet6
0402501,Ginecologia,CASAJAR,31-01-2019,"117,32",18,Gama1,Keira,Juo,Desc5,DescDet1,CASA,1,Janeiro,2019,1º (JAN-ABR),0402501 - DescDet1
9807652,Ginecologia,CLINTA,23-09-2018,"232,57",98,Gama7,Jennifer,DaN,Desc8,DescDet9,CLIN,9,Setembro,2018,3º (SET-DEZ),9807652 - DescDet9
6740395,Ginecologia,CASAJAR,01-05-2022,"556,88",51,Gama1,Scarlett,JNd,Desc5,DescDet4,CASA,5,Maio,2022,2º (MAI-AGO),6740395 - DescDet4
2202126,Outros,CASARE,05-09-2020,"621,51",95,Gama8,Meryl,vub,Desc9,DescDet8,CASA,9,Setembro,2020,3º (SET-DEZ),2202126 - DescDet8
0402501,Ginecologia,CASAJAR,04-05-2022,"404,99",85,Gama1,Keira,QvA,Desc5,DescDet1,CASA,5,Maio,2022,2º (MAI-AGO),0402501 - DescDet1
3295001,Ortopedia,CLINTAL,20-12-2021,"608,45",63,Gama8,Emma,STm,Desc2,DescDet3,CLIN,12,Dezembro,2021,3º (SET-DEZ),3295001 - DescDet3
3322966,Pediatria,CLINTAL,21-07-2023,"677,43",131,Gama3,Scarlett,NEb,Desc2,DescDet3,CLIN,7,Julho,2023,2º (MAI-AGO),3322966 - DescDet3
2983639,Cardiologia,CASAJAR,24-07-2022,"520,23",45,Gama8,Kate,Zkx,Desc8,DescDet6,CASA,7,Julho,2022,2º (MAI-AGO),2983639 - DescDet6
3322966,Pediatria,CLINTAL,05-08-2023,"348,05",108,Gama3,Scarlett,axi,Desc2,DescDet3,CLIN,8,Agosto,2023,2º (MAI-AGO),3322966 - DescDet3
8687593,Cardiologia,CASARE,10-03-2019,"167,74",125,Gama5,Angelina,LGk,Desc3,DescDet4,CASA,3,Março,2019,1º (JAN-ABR),8687593 - DescDet4
3295001,Ortopedia,CLINTAL,26-09-2021,"585,85",61,Gama8,Emma,Ncz,Desc2,DescDet3,CLIN,9,Setembro,2021,3º (SET-DEZ),3295001 - DescDet3
9807652,Ginecologia,CLINTA,18-05-2022,"480,68",172,Gama7,Jennifer,ZaM,Desc8,DescDet9,CLIN,5,Maio,2022,2º (MAI-AGO),9807652 - DescDet9
6319300,Cardiologia,CASARE,23-03-2018,"633,1",28,Gama3,Keira,nfz,Desc8,DescDet1,CASA,3,Março,2018,1º (JAN-ABR),6319300 - DescDet1
1713965,Pediatria,CLINTOPS,06-06-2021,"201,1",24,Gama6,Julia,UbT,Desc11,DescDet6,CLIN,6,Junho,2021,2º (MAI-AGO),1713965 - DescDet6
5868570,Ortopedia,CASAMED,03-08-2020,"639,86",181,Gama9,Sandra,Tea,Desc6,DescDet9,CASA,8,Agosto,2020,2º (MAI-AGO),5868570 - DescDet9
6740395,Ginecologia,CASAJAR,10-01-2020,"904,91",23,Gama1,Scarlett,Oky,Desc5,DescDet4,CASA,1,Janeiro,2020,1º (JAN-ABR),6740395 - DescDet4
3322966,Pediatria,CLINTAL,20-03-2021,"872,72",160,Gama3,Scarlett,kOT,Desc2,DescDet3,CLIN,3,Março,2021,1º (JAN-ABR),3322966 - DescDet3
6740395,Ginecologia,CASAJAR,17-12-2021,"254,34",62,Gama1,Scarlett,IYa,Desc5,DescDet4,CASA,12,Dezembro,2021,3º (SET-DEZ),6740395 - DescDet4
3295001,Ortopedia,CLINTAL,24-09-2020,"525,02",142,Gama8,Emma,Aci,Desc2,DescDet3,CLIN,9,Setembro,2020,3º (SET-DEZ),3295001 - DescDet3
8687593,Cardiologia,CASARE,06-04-2023,"452,72",13,Gama5,Angelina,MJa,Desc3,DescDet4,CASA,4,Abril,2023,1º (JAN-ABR),8687593 - DescDet4
4225258,Ginecologia,CASAJAR,13-11-2022,"114,0",128,Gama6,Scarlett,QhH,Desc7,DescDet11,CASA,11,Novembro,2022,3º (SET-DEZ),4225258 - DescDet11
2202126,Outros,CASARE,29-08-2022,"129,78",54,Gama8,Meryl,Csy,Desc9,DescDet8,CASA,8,Agosto,2022,2º (MAI-AGO),2202126 - DescDet8
9807652,Ginecologia,CLINTA,16-08-2018,"220,12",163,Gama7,Jennifer,oQD,Desc8,DescDet9,CLIN,8,Agosto,2018,2º (MAI-AGO),9807652 - DescDet9
3322966,Pediatria,CLINTAL,02-08-2022,"115,07",81,Gama3,Scarlett,WJo,Desc2,DescDet3,CLIN,8,Agosto,2022,2º (MAI-AGO),3322966 - DescDet3
3295001,Ortopedia,CLINTAL,10-09-2019,"662,41",134,Gama8,Emma,yBG,Desc2,DescDet3,CLIN,9,Setembro,2019,3º (SET-DEZ),3295001 - DescDet3
8687593,Cardiologia,CASARE,09-08-2018,"510,66",26,Gama5,Angelina,fwt,Desc3,DescDet4,CASA,8,Agosto,2018,2º (MAI-AGO),8687593 - DescDet4
8687593,Cardiologia,CASARE,16-09-2019,"672,04",135,Gama5,Angelina,hFa,Desc3,DescDet4,CASA,9,Setembro,2019,3º (SET-DEZ),8687593 - DescDet4
1713965,Pediatria,CLINTOPS,27-09-2022,"824,02",179,Gama6,Julia,cDi,Desc11,DescDet6,CLIN,9,Setembro,2022,3º (SET-DEZ),1713965 - DescDet6
9807652,Ginecologia,CLINTA,05-02-2022,"994,84",176,Gama7,Jennifer,OZQ,Desc8,DescDet9,CLIN,2,Fevereiro,2022,1º (JAN-ABR),9807652 - DescDet9
3322966,Pediatria,CLINTAL,02-10-2021,"479,15",24,Gama3,Scarlett,JIF,Desc2,DescDet3,CLIN,10,Outubro,2021,3º (SET-DEZ),3322966 - DescDet3
6525808,Outros,CLINTA,05-11-2018,"705,27",178,Gama2,Julia,DTa,Desc1,DescDet5,CLIN,11,Novembro,2018,3º (SET-DEZ),6525808 - DescDet5
1713965,Pediatria,CLINTOPS,09-01-2020,"894,13",41,Gama6,Julia,lJv,Desc11,DescDet6,CLIN,1,Janeiro,2020,1º (JAN-ABR),1713965 - DescDet6
5868570,Ortopedia,CASAMED,20-01-2018,"352,55",114,Gama9,Sandra,XwA,Desc6,DescDet9,CASA,1,Janeiro,2018,1º (JAN-ABR),5868570 - DescDet9
1713965,Pediatria,CLINTOPS,27-12-2021,"296,51",125,Gama6,Julia,gEP,Desc11,DescDet6,CLIN,12,Dezembro,2021,3º (SET-DEZ),1713965 - DescDet6
1713965,Pediatria,CLINTOPS,22-11-2023,"822,76",114,Gama6,Julia,idK,Desc11,DescDet6,CLIN,11,Novembro,2023,3º (SET-DEZ),1713965 - DescDet6
2202126,Outros,CASARE,25-11-2018,"443,34",57,Gama8,Meryl,ZuZ,Desc9,DescDet8,CASA,11,Novembro,2018,3º (SET-DEZ),2202126 - DescDet8
8687593,Cardiologia,CASARE,21-09-2019,"685,86",41,Gama5,Angelina,jcq,Desc3,DescDet4,CASA,9,Setembro,2019,3º (SET-DEZ),8687593 - DescDet4
6525808,Outros,CLINTA,10-10-2018,"677,73",72,Gama2,Julia,DUx,Desc1,DescDet5,CLIN,10,Outubro,2018,3º (SET-DEZ),6525808 - DescDet5
2983639,Cardiologia,CASAJAR,15-01-2023,"400,61",124,Gama8,Kate,mRP,Desc8,DescDet6,CASA,1,Janeiro,2023,1º (JAN-ABR),2983639 - DescDet6
1713965,Pediatria,CLINTOPS,19-07-2021,"569,73",115,Gama6,Julia,pkt,Desc11,DescDet6,CLIN,7,Julho,2021,2º (MAI-AGO),1713965 - DescDet6
6319300,Cardiologia,CASARE,16-03-2022,"839,19",133,Gama3,Keira,qoo,Desc8,DescDet1,CASA,3,Março,2022,1º (JAN-ABR),6319300 - DescDet1
4225258,Ginecologia,CASAJAR,14-03-2020,"536,1",55,Gama6,Scarlett,kFG,Desc7,DescDet11,CASA,3,Março,2020,1º (JAN-ABR),4225258 - DescDet11
6022768,Ortopedia,CLINTAL,22-10-2023,"105,28",72,Gama4,Charlize,Uef,Desc9,DescDet6,CLIN,10,Outubro,2023,3º (SET-DEZ),6022768 - DescDet6
4225258,Ginecologia,CASAJAR,30-04-2022,"260,78",39,Gama6,Scarlett,UCO,Desc7,DescDet11,CASA,4,Abril,2022,1º (JAN-ABR),4225258 - DescDet11
